x,y,z,in_sphere
0.10106084435747183,0.5267817052573492,9.101389191202934,1.0
1.5127701137260146,-0.08872441331265941,59.95257612927077,0.0
-0.03382696657238071,1.04798661479213,8.66616053394159,1.0
-1.0251901336342566,-0.7359765921987453,-48.24536205838001,1.0
0.597212504403425,1.0013310173467296,33.58260906237262,1.0
-2.4245372136115546,-1.0406956119909854,-107.40317229740359,0.0
0.13466202334460298,-1.0187661143912987,-4.3338474408102865,1.0
0.07379354365872745,-0.9038693857284419,-5.681099580311826,1.0
-0.5615787496032209,1.6085221559487237,-7.182824161473606,1.0
-2.979745625459686,-0.6106041379793078,-125.60361058698497,0.0
0.7429509766083332,-0.3533668887153445,26.480200285943063,1.0
1.044608023710358,-0.9458972264573235,32.9358844612691,1.0
-0.34031537529598777,1.40289528687892,-0.25695290579396257,1.0
-0.07972690030909897,0.9629596425463168,6.007922328524184,1.0
0.3585434788100484,-0.7450098271553566,7.2833478645482055,1.0
-1.4192340808146706,-0.45028183481313,-61.349660754771676,0.0
0.1586675489389538,0.7157834832427298,13.224838937603943,1.0
-1.0192511495051295,0.9385851362497682,-31.98669133701168,1.0
1.8334353618156785,0.14180663915345446,75.0461917483168,0.0
-0.16610125041854584,3.211847471525049,24.050713660578133,1.0
0.5122667268259818,-1.0980979603625587,10.08392869232817,1.0
-0.9034728783944033,-0.3341941821650643,-39.50957515915576,1.0
2.630056824035547,-0.291600142898198,102.91780549879405,0.0
0.7856812957685704,-0.49346002106869596,26.85739653522519,1.0
2.3807453512197503,-0.03576807186022113,95.34491924366485,0.0
-0.37107689349145945,-0.3506035996898246,-18.268458152799546,1.0
-1.180632184122412,-0.510805137568873,-52.33876110385203,0.0
-0.38838251653229566,-0.7549282415757853,-22.83204537421467,1.0
-0.8768604078597456,-0.3106381133082462,-38.21461168219936,1.0
0.2275711201828589,-0.19031489450558242,7.325877190304807,1.0
-0.20492436294384964,1.6126602645473804,7.1914442952925945,1.0
-0.7676492296420007,0.6362667001065182,-24.76646672702355,1.0
-0.3854897603756083,0.18392549434030994,-13.734080580611169,1.0
-0.36416980891575595,0.6500419730507697,-8.418007376885932,1.0
-1.158216952276195,-0.9956087389318866,-56.07579989103168,0.0
1.3681179936790038,1.070940619051583,65.2328335426005,0.0
0.16199752477620244,1.1258167508763455,17.281328379506753,1.0
0.7608964923650863,-0.7774642544371437,23.144270528654182,1.0
2.069475391670814,-0.44699129727849746,78.90029834805888,0.0
-0.2523779686841728,0.18811352001824805,-8.343975766227421,1.0
